Customer ID,Recency,Frequency,Monetary,customer_age_days,days_between_purchases,orders_last_30d,orders_last_90d,avg_order_value,max_order_value,min_order_value,std_order_value,product_diversity,repeat_purchase_rate,avg_basket_size,total_items_bought,is_weekend,hour,spending_increasing,Cluster
12533.0,537,2,1223.89,110,55.0,0,0,611.9449999999999,821.92,401.96999999999997,296.94949275929065,62,0.11428571428571432,348.0,696,0.0,11,0,2
17984.0,54,5,1187.77,593,118.6,0,1,237.554,474.33,106.05,142.10618681113078,208,0.16800000000000004,194.4,972,0.436,15,1,2
14871.0,87,8,1091.34,560,70.0,0,1,136.4175,174.65,106.15,22.539997306375803,101,0.38787878787878793,47.875,383,0.0,13,0,3
13394.0,25,16,5645.13,622,38.875,1,2,352.820625,699.83,288.5,97.71787925579434,221,0.36676217765042984,277.3125,4437,0.2349570200573066,13,1,0
16011.0,1,25,4711.459999999999,646,25.84,3,5,188.4584,475.9,111.15,78.55854858426717,168,0.5851851851851853,114.12,2853,0.145679012345679,16,1,0
16393.0,3,19,4280.72,644,33.89473684210526,1,3,225.30105263157895,416.84999999999997,106.75,100.59430152265291,296,0.5582089552238806,135.31578947368422,2571,0.08358208955223881,12,1,0
14040.0,3,33,11778.960000000001,644,19.515151515151516,3,4,356.9381818181819,944.0799999999999,6.75,214.1785175451565,318,0.5685210312075983,144.8181818181818,4779,0.3175033921302578,13,0,0
12913.0,192,11,5083.62,455,41.36363636363637,0,0,462.1472727272728,1089.5,134.97,292.0957647447463,31,0.4918032786885246,196.1818181818182,2158,0.0,13,1,2
15061.0,37,116,119857.93,610,5.258620689655173,0,7,1033.2580172413793,8152.96,2.42,1375.8348574663721,119,0.8649262202043133,611.9224137931035,70983,0.022701475595913734,15,0,0
14341.0,39,16,3424.5600000000004,608,38.0,0,2,214.035,348.06,19.8,107.57464416239854,137,0.32512315270935965,132.8125,2125,0.2315270935960591,11,1,0
17804.0,285,3,385.23,362,120.66666666666667,0,0,128.41,141.28,119.0,11.535956830709797,82,0.10869565217391308,65.0,195,0.30434782608695654,12,1,3
14156.0,2,138,287246.63,645,4.673913043478261,10,23,2081.4973188405797,44051.6,5.8,4702.080376721531,1384,0.6400520156046814,1137.2101449275362,156935,0.0717815344603381,14,0,0
13599.0,66,20,7327.8,581,29.05,0,1,366.39000000000004,1045.45,40.8,237.1022303164874,146,0.4136546184738956,236.55,4731,0.0,10,0,0
17063.0,72,10,2849.2599999999998,575,57.5,0,2,284.92600000000004,521.88,47.5,136.968823557285,120,0.2727272727272727,143.8,1438,0.12121212121212122,13,1,0
15719.0,9,29,9244.470000000001,638,22.0,1,4,318.7748275862068,515.17,3.3,104.95496260712054,414,0.7447595561035758,166.20689655172413,4820,0.031442663378545004,12,0,0
12490.0,2,16,7115.3,645,40.3125,2,4,444.70625,963.82,166.35,190.945459014697,170,0.5342465753424658,300.4375,4807,0.16986301369863013,14,1,0
15793.0,178,6,1740.6,469,78.16666666666667,0,0,290.1000000000001,325.72,187.62,51.46254715810325,9,0.5714285714285714,220.66666666666666,1324,0.0,10,1,3
17056.0,647,1,128.60000000000002,0,0.0,0,0,128.60000000000002,128.60000000000002,128.60000000000002,0.0,8,0.0,26.0,26,0.0,12,1,1
13526.0,647,2,1181.9999999999998,0,0.0,0,0,591.0,859.0999999999999,322.9,379.15065607222675,29,0.34090909090909094,955.5,1911,0.0,12,0,1
14654.0,647,1,246.86,0,0.0,0,0,246.85999999999999,246.85999999999999,246.85999999999999,0.0,27,0.0,273.0,273,0.0,12,0,1
17998.0,289,3,639.24,358,119.33333333333333,0,0,213.08,320.05,89.59,116.11475229272119,57,0.017241379310344862,187.0,561,0.0,13,1,3
17742.0,22,11,2098.48,625,56.81818181818182,1,1,190.7709090909091,302.57,52.54,78.66331819273141,52,0.388235294117647,59.36363636363637,653,0.0,10,1,0
15326.0,243,5,1700.52,404,80.8,0,0,340.10400000000004,410.42,298.44,48.87980799880459,94,0.2713178294573644,270.2,1351,0.0,16,0,2
14478.0,291,4,1276.66,356,89.0,0,0,319.16499999999996,353.88,282.28,35.14557297868398,59,0.13235294117647056,306.5,1226,0.0,13,0,2
15967.0,228,11,2796.57,419,38.09090909090909,0,0,254.23363636363638,561.4,29.400000000000002,165.20053730377072,290,0.3541202672605791,95.9090909090909,1055,0.22939866369710468,13,0,2
17611.0,33,22,7062.009999999999,614,27.90909090909091,0,3,321.00045454545455,507.49,111.35000000000001,117.27849490187968,679,0.34836852207293667,209.86363636363637,4617,0.4798464491362764,13,0,0
15051.0,59,7,2921.2900000000004,588,84.0,0,1,417.327142857143,581.28,186.1,153.27291310103098,133,0.26519337016574585,341.85714285714283,2393,0.0,12,1,2
13097.0,32,25,11713.77,615,24.6,0,3,468.5508000000001,878.02,66.0,217.76193885984756,365,0.6019629225736096,195.84,4896,0.13304252998909488,12,1,0
13590.0,60,16,5484.05,587,36.6875,0,1,342.753125,1018.36,17.700000000000003,221.23080474830653,242,0.3529411764705882,270.5,4328,0.2192513368983957,11,1,0
15984.0,10,27,7770.41,637,23.59259259259259,2,2,287.7929629629629,714.15,31.5,182.21739313280156,425,0.3849493487698987,192.55555555555554,5199,0.1808972503617945,14,0,0
16887.0,310,2,465.84,337,168.5,0,0,232.92000000000002,246.02,219.82,18.52619766708756,65,0.0,133.5,267,0.0,13,1,3
12921.0,7,61,29417.42,639,10.475409836065573,2,9,482.25278688524594,1050.56,24.900000000000002,231.59584388996237,264,0.7929411764705883,298.9016393442623,18233,0.0603921568627451,13,0,0
14543.0,18,36,14506.89,629,17.47222222222222,1,3,402.96916666666664,1543.2,15.0,359.8350373266299,99,0.5194174757281553,72.61111111111111,2614,0.0,12,1,0
15945.0,274,4,827.2700000000001,372,93.0,0,0,206.81750000000002,362.0,113.95000000000002,115.20263057615769,24,0.19999999999999996,99.25,397,0.0,13,1,3
18037.0,63,15,167.42,583,38.86666666666667,0,1,11.161333333333333,31.299999999999997,1.95,8.192069219387621,31,0.06060606060606055,2.466666666666667,37,0.21212121212121213,16,0,3
15662.0,570,2,283.73,77,38.5,0,0,141.865,177.88000000000002,105.85,50.93290144886704,12,0.0,72.5,145,0.0,16,0,3
15380.0,50,8,2371.36,597,74.625,0,1,296.42,460.20000000000005,178.2,90.11648271622046,22,0.3529411764705882,109.0,872,0.0,16,0,2
13110.0,46,10,2511.0400000000004,601,60.1,0,2,251.10399999999998,521.1,7.040000000000001,135.46841880428568,141,0.33175355450236965,64.9,649,0.15165876777251186,14,0,0
12836.0,46,14,6085.290000000001,601,42.92857142857143,0,1,434.6635714285715,846.69,46.8,218.20212537240093,252,0.3076923076923077,145.0,2030,0.03296703296703297,15,0,0
15005.0,5,48,12310.13,642,13.375,2,7,256.4610416666667,445.0,136.93,66.26432765952161,523,0.7577582213987957,159.125,7638,0.09634089856415007,14,1,0
16620.0,170,5,1675.7300000000002,477,95.4,0,0,335.146,822.37,95.75999999999999,283.75735546413597,74,0.1777777777777778,221.2,1106,0.0,14,1,2
12758.0,26,7,9903.24,621,88.71428571428571,1,1,1414.7485714285715,2454.68,85.53999999999999,737.5259542422574,187,0.402555910543131,879.2857142857143,6155,0.0,10,0,0
17961.0,33,92,2878.72,614,6.673913043478261,0,10,31.290434782608692,396.84999999999997,1.25,60.5528357774267,473,0.25158227848101267,15.717391304347826,1446,0.03481012658227848,14,1,0
15601.0,32,27,13769.02,615,22.77777777777778,0,2,509.96370370370374,1536.76,2.95,293.96168803418726,286,0.6420525657071339,373.3703703703704,10081,0.07509386733416772,10,0,0
13585.0,440,3,684.5399999999998,207,69.0,0,0,228.17999999999998,353.42,12.75,187.38913869272145,29,0.2564102564102564,462.0,1386,0.46153846153846156,16,1,3
13442.0,576,3,419.87,70,23.333333333333332,0,0,139.95666666666668,198.0,103.77,50.775078860926776,33,0.13157894736842102,38.333333333333336,115,0.0,14,0,3
13381.0,22,10,7046.39,624,62.4,1,2,704.6389999999999,1184.08,17.4,321.73612574592863,148,0.5066666666666666,434.7,4347,0.0,10,0,0
16763.0,108,2,964.7000000000002,539,269.5,0,0,482.35,611.85,352.85,183.1406563273158,44,0.0,246.0,492,0.0,11,1,2
17243.0,2,59,16648.27,645,10.932203389830509,2,5,282.1740677966102,726.57,7.5,155.82535937563904,320,0.6747967479674797,107.32203389830508,6332,0.540650406504065,10,0,0
14865.0,281,3,114.72000000000001,366,122.0,0,0,38.24,74.4,9.120000000000001,33.20452981145796,3,0.625,96.0,288,0.0,18,0,3
17345.0,2,9,1351.0700000000002,644,71.55555555555556,1,1,150.11888888888888,329.90999999999997,27.65,113.3383763828965,140,0.13043478260869568,205.0,1845,0.0,16,0,0
13819.0,211,6,2642.35,436,72.66666666666667,0,0,440.3916666666667,622.1,307.0,102.86411627320128,47,0.5346534653465347,384.8333333333333,2309,0.0,16,1,2
15808.0,215,21,18409.93,431,20.523809523809526,0,0,876.6633333333333,2042.9,339.17,415.467665232005,348,0.5944055944055944,344.23809523809524,7229,0.24708624708624707,14,0,0
17191.0,4,14,4303.88,643,45.92857142857143,1,1,307.42,845.62,60.9,192.5569502570803,238,0.5423076923076924,159.21428571428572,2229,0.0,14,0,0
13748.0,5,9,2268.35,642,71.33333333333333,2,2,252.0388888888889,408.0,31.6,133.64117015766928,40,0.3220338983050848,123.11111111111111,1108,0.0,9,1,0
15265.0,60,4,3345.64,586,146.5,0,1,836.4100000000001,1545.38,294.14,520.871770400355,179,0.07253886010362698,392.5,1570,0.0,11,1,2
15750.0,80,14,5441.540000000001,567,40.5,0,1,388.6814285714286,856.84,78.0,191.0818543837307,327,0.3312883435582822,275.7142857142857,3860,0.0,17,1,0
17428.0,20,37,25224.0,627,16.945945945945947,1,7,681.7297297297297,2174.84,15.0,532.4623250443092,383,0.4134762633996937,399.1621621621622,14769,0.02909647779479326,12,1,0
15485.0,245,6,4475.139999999999,401,66.83333333333333,0,0,745.8566666666667,1900.18,73.75,666.7272737384204,56,0.5254237288135593,315.1666666666667,1891,0.0,17,0,2
17246.0,456,2,38.92,191,95.5,0,0,19.46,23.48,15.44,5.685138520739843,6,0.0,18.0,36,0.0,17,1,3
14061.0,416,3,917.43,230,76.66666666666667,0,0,305.81,374.43,179.0,109.94443278311094,17,0.10526315789473684,44.333333333333336,133,0.0,18,1,3
14108.0,11,3,738.38,636,212.0,1,1,246.12666666666667,291.33,194.75,48.585045367204636,32,0.05882352941176472,162.66666666666666,488,0.0,11,0,3
13648.0,309,8,1759.0700000000002,337,42.125,0,0,219.88375000000002,414.32,17.700000000000003,166.1859609798184,94,0.10476190476190472,119.875,959,0.20952380952380953,14,1,2
16563.0,309,5,3345.02,337,67.4,0,0,669.0040000000001,1321.42,312.96,392.60814138272787,46,0.352112676056338,422.0,2110,0.1267605633802817,14,0,2
16701.0,39,23,8568.849999999999,608,26.434782608695652,0,4,372.5586956521739,1080.65,21.96,175.87331368460414,135,0.43983402489626555,417.8695652173913,9611,0.21991701244813278,12,1,0
12842.0,218,3,1109.73,429,143.0,0,0,369.91,401.8,310.73,51.302965801208806,27,0.0357142857142857,165.66666666666666,497,0.39285714285714285,12,0,2
14302.0,340,3,742.9000000000001,306,102.0,0,0,247.63333333333335,356.65000000000003,114.60000000000001,122.79922977500038,25,0.1071428571428571,99.33333333333333,298,0.0,9,1,3
14135.0,14,19,8143.93,632,33.26315789473684,1,1,428.6278947368421,970.5,25.200000000000003,284.5336635732805,126,0.4473684210526315,466.7894736842105,8869,0.03070175438596491,10,0,0
14831.0,589,3,1676.57,57,19.0,0,0,558.8566666666667,842.82,61.099999999999994,432.49535446445356,67,0.18292682926829273,295.0,885,0.0,14,0,2
15602.0,110,12,2475.59,537,44.75,0,0,206.29916666666665,518.9200000000001,60.0,141.13203749798745,53,0.46464646464646464,129.75,1557,0.0,9,1,2
13777.0,38,52,42861.5,608,11.692307692307692,0,3,824.2596153846154,5116.84,45.0,1113.0803160334053,44,0.8594249201277955,380.84615384615387,19804,0.09904153354632587,16,0,0
14000.0,120,5,2046.34,526,105.2,0,0,409.26800000000003,690.7,192.0,236.2680810435468,28,0.4285714285714286,367.6,1838,0.0,11,1,2
16823.0,136,7,2260.09,510,72.85714285714286,0,0,322.86999999999995,507.76,158.05,134.85706321880212,149,0.14857142857142858,166.85714285714286,1168,0.13714285714285715,15,0,2
16163.0,141,6,2849.58,505,84.16666666666667,0,0,474.93,883.2,42.300000000000004,313.33638346033166,59,0.1917808219178082,128.0,768,0.0,10,1,2
17193.0,86,4,1059.3000000000002,561,140.25,0,2,264.825,565.74,45.0,226.0816792665872,16,0.19999999999999996,139.5,558,0.0,16,1,3
15759.0,127,7,830.9300000000001,519,74.14285714285714,0,0,118.70428571428572,183.60000000000002,68.0,38.36879802528042,10,0.4117647058823529,74.71428571428571,523,0.0,10,0,3
16131.0,25,10,8729.380000000001,622,62.2,2,2,872.9379999999999,3181.97,17.0,919.0977194425218,130,0.33333333333333337,421.0,4210,0.11282051282051282,10,0,0
14560.0,4,37,5441.46,643,17.37837837837838,4,6,147.0664864864865,412.62,15.6,115.77981927435023,51,0.7034883720930232,106.62162162162163,3945,0.29651162790697677,11,0,0
17087.0,647,1,221.53,0,0.0,0,0,221.53,221.53,221.53,0.0,12,0.0,113.0,113,0.0,10,1,1
14894.0,352,2,837.06,294,147.0,0,0,418.53000000000003,537.36,299.70000000000005,168.05099761679486,23,0.0,169.0,338,0.0,15,0,2
16202.0,270,9,2501.9900000000002,376,41.77777777777778,0,0,277.9988888888889,499.88,30.0,146.40463051458144,105,0.15322580645161288,145.22222222222223,1307,0.0,10,0,2
16700.0,31,22,8187.110000000001,615,27.954545454545453,0,3,372.1413636363636,673.88,17.0,162.85211945915125,246,0.4831932773109243,277.1818181818182,6098,0.12394957983193278,13,0,0
17511.0,3,50,143916.92,644,12.88,2,6,2878.3384,6631.2699999999995,31.0,1696.8205901835518,583,0.6383374689826302,1907.68,95384,0.0,10,0,0
14299.0,17,23,12971.01,630,27.391304347826086,1,1,563.9569565217392,2052.12,20.16,467.21945944681147,148,0.4578754578754579,304.39130434782606,7001,0.10256410256410256,10,1,0
17949.0,2,104,98846.20000000001,644,6.1923076923076925,6,17,950.4442307692308,13355.4,23.2,1696.1404917422253,53,0.6214285714285714,488.38461538461536,50792,0.0,10,1,0
14799.0,647,1,180.45,0,0.0,0,0,180.45,180.45,180.45,0.0,10,0.0,349.0,349,0.0,11,0,1
16550.0,18,18,9429.230000000001,628,34.888888888888886,1,2,523.8461111111111,1109.32,15.0,263.9169372256642,273,0.6637931034482758,318.05555555555554,5725,0.0,13,0,0
12980.0,67,21,16245.779999999999,579,27.571428571428573,0,2,773.6085714285715,1331.0400000000002,324.0,278.82666139172767,7,0.8653846153846154,90.95238095238095,1910,0.11538461538461539,11,1,0
14425.0,344,3,661.3899999999999,302,100.66666666666667,0,0,220.46333333333334,239.1,199.19,20.085219275211642,35,0.10256410256410253,108.33333333333333,325,0.0,11,1,3
15353.0,164,7,3175.95,483,69.0,0,0,453.70714285714286,623.3,285.59,124.05961090194849,274,0.29198966408268734,221.57142857142858,1551,0.0,14,1,2
17818.0,647,1,130.18,0,0.0,0,0,130.18,130.18,130.18,0.0,42,0.08695652173913049,90.0,90,0.0,11,1,1
13654.0,54,9,5314.9400000000005,592,65.77777777777777,0,1,590.548888888889,1872.44,98.69999999999999,544.8361543722215,223,0.18014705882352944,456.8888888888889,4112,0.5330882352941176,11,0,0
17189.0,15,5,957.6299999999999,631,126.2,1,1,191.526,230.46,128.56,45.958804161988375,101,0.17886178861788615,120.8,604,0.0,17,0,0
13269.0,19,21,6526.92,628,29.904761904761905,1,3,310.8057142857143,704.6,27.839999999999996,191.05052882866954,195,0.5025510204081632,241.1904761904762,5065,0.3596938775510204,12,0,0
14653.0,247,6,2011.7999999999997,399,66.5,0,0,335.29999999999995,614.05,125.35,174.91095917637637,150,0.1573033707865169,221.83333333333334,1331,0.07865168539325842,12,1,2
17019.0,171,10,3720.22,475,47.5,0,0,372.02200000000005,717.64,152.64000000000001,166.0586691370118,307,0.5165354330708661,246.8,2468,0.0,12,0,2
15542.0,421,3,918.45,225,75.0,0,0,306.15000000000003,377.72,221.19,79.1193990118732,212,0.15873015873015872,156.33333333333334,469,0.0,13,0,2
13564.0,263,36,16630.800000000003,383,10.63888888888889,0,0,461.96666666666664,1117.89,2.5,365.2406815160186,483,0.6184834123222749,255.72222222222223,9206,0.22669826224328593,16,1,0
16467.0,418,7,2869.16,228,32.57142857142857,0,0,409.88,1640.58,69.6,576.5608675586645,14,0.41666666666666663,1054.857142857143,7384,0.0,10,1,2
15833.0,647,1,80.4,0,0.0,0,0,80.4,80.4,80.4,0.0,5,0.0,24.0,24,0.0,11,0,1
14527.0,8,106,24509.120000000003,639,6.028301886792453,3,13,231.21811320754716,1221.97,12.75,202.25613528212995,560,0.7631133671742809,56.594339622641506,5999,0.03934010152284264,12,0,0
17476.0,305,2,489.85999999999996,341,170.5,0,0,244.93,260.36,229.5,21.821315267416868,29,0.06451612903225812,112.0,224,0.0,12,0,3
15287.0,289,3,369.34000000000003,357,119.0,0,0,123.11333333333334,186.1,58.2,63.971763562788645,13,0.1875,192.33333333333334,577,0.0,17,1,3
14440.0,226,10,5466.760000000001,420,42.0,0,0,546.676,1313.4,89.69999999999999,354.2814879034906,55,0.5299145299145299,150.8,1508,0.0,12,0,2
15680.0,275,8,3652.79,371,46.375,0,0,456.59875,957.78,310.98,237.31840272014904,128,0.4128440366972477,306.625,2453,0.11009174311926606,14,1,2
15581.0,65,34,4819.35,581,17.08823529411765,0,2,141.74558823529412,1760.39,5.11,304.4641502625523,541,0.2401685393258427,92.38235294117646,3141,0.10252808988764045,13,1,0
13740.0,150,5,1597.77,496,99.2,0,0,319.554,350.75,309.14,17.582361331743815,83,0.12631578947368416,198.2,991,0.0,12,0,2
17768.0,75,5,1647.6599999999999,571,114.2,0,1,329.53200000000004,641.0600000000001,76.32000000000001,235.49619905637545,88,0.18518518518518523,274.4,1372,0.21296296296296297,13,1,2
12948.0,14,6,1676.4399999999998,632,105.33333333333333,1,1,279.4066666666667,537.7,124.0,169.2298340915888,71,0.24468085106382975,170.5,1023,0.26595744680851063,10,0,0
14667.0,4,47,18721.21,642,13.659574468085106,2,7,398.3236170212765,1372.3,15.0,269.1777858705988,508,0.5741827326068734,233.89361702127658,10993,0.06119027661357921,14,0,0
17377.0,35,67,16258.83,611,9.119402985074627,0,2,242.66910447761197,1438.85,0.95,207.08409191299148,435,0.7136273864384464,98.43283582089552,6595,0.11915734035549704,11,1,0
14467.0,222,9,1753.9299999999998,424,47.111111111111114,0,0,194.88111111111112,385.9,109.84,93.43731821981574,120,0.4849785407725322,106.11111111111111,955,0.0,12,1,2
13457.0,598,2,148.22,48,24.0,0,0,74.11,112.5,35.72,54.29165865950312,9,0.0,48.0,96,0.0,12,0,3
18108.0,163,3,848.8100000000002,483,161.0,0,0,282.93666666666667,493.25,84.56,204.60630985708463,43,0.08510638297872342,87.0,261,0.0,12,0,2
16210.0,8,26,28632.170000000006,638,24.53846153846154,2,2,1101.2373076923077,4949.4800000000005,302.28000000000003,1221.4977191875807,121,0.4692982456140351,426.2692307692308,11083,0.0,12,1,0
14669.0,151,7,3243.9300000000003,495,70.71428571428571,0,0,463.41857142857145,824.1800000000001,207.15,184.18902097470158,334,0.1544303797468355,293.42857142857144,2054,0.0,12,1,2
17909.0,646,1,132.54999999999998,0,0.0,0,0,132.55,132.55,132.55,0.0,8,0.11111111111111116,41.0,41,0.0,13,1,1
16086.0,7,9,2643.3,639,71.0,1,1,293.7,357.62,101.19,76.12188762110408,65,0.49612403100775193,155.88888888888889,1403,0.0,13,1,0
16711.0,49,7,2127.3199999999997,597,85.28571428571429,0,1,303.90285714285716,384.6,214.20000000000002,60.788969041618536,17,0.19047619047619047,90.28571428571429,632,0.0,14,0,2
14739.0,3,22,10632.8,643,29.227272727272727,1,1,483.30909090909086,1427.76,104.92,294.50136123719835,123,0.4652173913043478,410.45454545454544,9030,0.034782608695652174,14,1,0
16233.0,239,8,1755.5300000000004,407,50.875,0,0,219.44125,294.79999999999995,123.9,70.08568356712681,37,0.4032258064516129,75.625,605,0.11290322580645161,10,1,2
14204.0,331,3,901.9300000000001,315,105.0,0,0,300.6433333333334,371.27000000000004,179.06,105.75257648555584,158,0.15957446808510634,136.66666666666666,410,0.0,13,0,2
17606.0,646,1,87.30000000000001,0,0.0,0,0,87.30000000000001,87.30000000000001,87.30000000000001,0.0,6,0.0,42.0,42,0.0,13,0,1
16797.0,302,5,1827.7699999999998,344,68.8,0,0,365.554,493.7,176.88,124.76224821635749,289,0.2899262899262899,181.8,909,0.15233415233415235,12,1,2
16126.0,11,14,12065.730000000001,635,45.357142857142854,1,1,861.8378571428573,2716.34,174.1,693.0046043045909,133,0.6076696165191741,364.35714285714283,5101,0.05014749262536873,14,1,0
17867.0,53,13,1376.6600000000003,593,45.61538461538461,0,2,105.89692307692309,578.5500000000001,6.75,155.99553216810494,65,0.05797101449275366,38.69230769230769,503,0.0,13,1,3
17412.0,105,13,3869.2800000000007,541,41.61538461538461,0,0,297.63692307692304,655.85,120.7,145.5581543796508,143,0.30243902439024395,171.07692307692307,2224,0.1902439024390244,13,1,0
16525.0,8,43,21927.54,638,14.837209302325581,2,5,509.94279069767435,1691.16,245.0,260.4995719704516,109,0.6666666666666667,303.6744186046512,13058,0.1345565749235474,12,1,0
13623.0,119,9,2370.63,527,58.55555555555556,0,0,263.4033333333333,637.04,101.35,177.4613712896415,198,0.28,97.66666666666667,879,0.03636363636363636,13,0,2
12435.0,177,5,10075.029999999999,469,93.8,0,0,2015.006,3978.9900000000002,728.88,1305.0383425708228,81,0.1473684210526316,756.4,3782,0.0,16,1,2
14549.0,220,4,916.55,425,106.25,0,0,229.13750000000002,316.22,117.0,91.28493573239054,117,0.1875,98.75,395,0.1875,13,1,2
14106.0,646,1,214.79999999999998,0,0.0,0,0,214.79999999999998,214.79999999999998,214.79999999999998,0.0,1,0.0,24.0,24,0.0,14,0,1
14980.0,646,1,150.68,0,0.0,0,0,150.68,150.68,150.68,0.0,24,0.0,79.0,79,0.0,14,0,1
14396.0,280,6,1744.29,366,61.0,0,0,290.71500000000003,514.97,102.22,137.44908013515405,167,0.3373015873015873,139.33333333333334,836,0.5436507936507936,14,0,2
14122.0,315,3,362.41999999999996,331,110.33333333333333,0,0,120.80666666666666,230.83,41.89,98.2359375856582,12,0.07692307692307687,38.0,114,0.0,15,0,3
16987.0,79,7,1518.35,567,81.0,0,2,216.90714285714287,333.24,114.15,85.82992421338953,123,0.3089887640449438,54.142857142857146,379,0.24157303370786518,15,1,2
17809.0,38,16,8782.19,608,38.0,0,2,548.886875,1583.4,27.0,400.86657137953443,46,0.4651162790697675,127.4375,2039,0.0,12,0,0
15917.0,157,5,560.6299999999999,489,97.8,0,0,112.126,208.66,39.85,64.840537320414,127,0.1806451612903226,52.6,263,0.0,15,1,3
14987.0,275,7,1550.6499999999994,371,53.0,0,0,221.52142857142857,494.34999999999997,7.95,157.2145531249754,4,0.7333333333333334,86.71428571428571,607,0.2,12,1,3
14080.0,322,4,1070.08,323,80.75,0,0,267.52,375.43,179.78,82.79422000759877,70,0.11392405063291144,55.0,220,0.10126582278481013,14,1,2
16200.0,73,11,5113.4,573,52.09090909090909,0,1,464.8545454545454,1003.83,9.7,366.3596695151811,281,0.44466403162055335,254.27272727272728,2797,0.1482213438735178,15,0,0
15794.0,645,2,777.0000000000001,0,0.0,0,0,388.5,675.0,102.0,405.1721856198917,15,0.0,144.0,288,0.0,15,1,1
